year,nzsioc,nzsioc_descriptor,variable,units,magnitude,source,data_value
2017,LL122,Non-residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,6396.28
2018,LL122,Non-residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5.94
2018,LL122,Non-residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,5938.17
2019,LL122,Non-residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,6.23
2019,LL122,Non-residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,6233.08
2020,LL122,Non-residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5.37
2020,LL122,Non-residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,5373.24
2021,LL122,Non-residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,5.36
2021,LL122,Non-residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,5362.62
2022,LL122,Non-residential property operation,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,4.73
2022,LL122,Non-residential property operation,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,4725.34
2007,LL123,Real estate services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,62.96
2007,LL123,Real estate services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,62964.55
2008,LL123,Real estate services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,64.77
2008,LL123,Real estate services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,64765.69
2009,LL123,Real estate services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,67.25
2009,LL123,Real estate services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,67252.14
2010,LL123,Real estate services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,65.84
2010,LL123,Real estate services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,65837.46
2011,LL123,Real estate services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,59.95
2011,LL123,Real estate services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,59951.06
2012,LL123,Real estate services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,61.91
2012,LL123,Real estate services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,61912.74
2013,LL123,Real estate services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,63.06
2013,LL123,Real estate services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,63056.85
2014,LL123,Real estate services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,63.29
2014,LL123,Real estate services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,63290.58
2015,LL123,Real estate services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,62.57
2015,LL123,Real estate services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,62573.82
2016,LL123,Real estate services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,60.68
2016,LL123,Real estate services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,60683.63
2017,LL123,Real estate services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,52.57
2017,LL123,Real estate services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,52572.72
2018,LL123,Real estate services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,48.66
2018,LL123,Real estate services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,48661.58
2019,LL123,Real estate services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,47.58
2019,LL123,Real estate services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,47580.45
2020,LL123,Real estate services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,45.69
2020,LL123,Real estate services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,45693.68
2021,LL123,Real estate services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,48.61
2021,LL123,Real estate services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,48607.25
2022,LL123,Real estate services,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,44.52
2022,LL123,Real estate services,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,44520.24
2007,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,130.01
2007,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,130005.76
2008,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,150.11
2008,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,150113.58
2009,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,162.66
2009,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,162659.28
2010,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,168.71
2010,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,168713.11
2011,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,162.23
2011,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,162231.45
2012,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,163.29
2012,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,163292.95
2013,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,152.85
2013,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,152846.9
2014,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,146.94
2014,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,146943.69
2015,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,131.5
2015,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,131503.23
2016,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,119.15
2016,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,119145.4
2017,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,100.7
2017,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,100698.93
2018,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,91.9
2018,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,91902.22
2019,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,83.54
2019,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,83541.52
2020,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,67.09
2020,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,67091.38
2021,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,66.95
2021,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,66954.59
2022,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,54.98
2022,LL211,Owner-occupied property operation (national accounts only),Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,54979.09
2007,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,98.39
2007,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,98385.3
2008,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,102.12
2008,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,102124.11
2009,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,100.78
2009,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,100775.3
2010,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,109.92
2010,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,109915.46
2011,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,98.02
2011,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,98022.84
2012,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,102.25
2012,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,102249.16
2013,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,110.01
2013,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,110013.46
2014,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,109.31
2014,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,109308.52
2015,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,105.38
2015,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,105375.02
2016,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,101.27
2016,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,101266.83
2017,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,107.44
2017,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,107441.78
2018,MN111,"Scientific, architectural and engineering services",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,103.86
